Test Case Identifier,Step No,Action,Data,Expected Result,Priority,Test Summary,Description,TestSet,TestPlan,Sprint,Assignee,Componente,Label,Label,Label,Label
MMCS - 45369  - 15,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-15 - Redondeo Depto 95 Cat 30 - AR/TR menor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 15,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 15,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 15,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 30)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 15,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 15,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 15,7,Seleccionar tipo de movimiento AR/TR,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 15,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 15,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 15,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 15,11,Ingresar el Precio Venta al Público en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,Se permite ingresar correctamente el precio ,P1,,,,,,,,,,,
MMCS - 45369  - 15,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 15,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 15,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 15,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 15,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 16,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-16 - Redondeo Depto 95 Cat 38 - AR/TR menor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 16,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 16,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 16,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 38)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 16,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 16,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 16,7,Seleccionar tipo de movimiento AR/TR,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 16,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 16,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 16,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 16,11,Ingresar el Precio Venta al Público en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,Se permite ingresar correctamente el precio ,P1,,,,,,,,,,,
MMCS - 45369  - 16,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 16,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 16,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 16,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 16,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 17,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-17 - Redondeo Depto 95 Cat 48 - AR/TR menor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 17,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 17,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 17,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 48)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 17,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 17,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 17,7,Seleccionar tipo de movimiento AR/TR,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 17,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 17,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 17,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 17,11,Ingresar el Precio Venta al Público en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,Se permite ingresar correctamente el precio ,P1,,,,,,,,,,,
MMCS - 45369  - 17,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 17,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 17,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 17,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 17,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 18,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-18 - Redondeo Depto 95 Cat 30 - AR/TR mayor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 18,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 18,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 18,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 30)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 18,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 18,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 18,7,Seleccionar tipo de movimiento AR/TR,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 18,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 18,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 18,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 18,11,Ingresar el Precio Venta al Público en la sección de color morado (Precio mayor a 100 pesos con 0.50 centavos),,El sistema ajusta correctamente el precio redondeando hacía arriba al próximo peso cerrado,P1,,,,,,,,,,,
MMCS - 45369  - 18,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 18,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 18,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 18,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 18,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 19,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-19 - Redondeo Depto 95 Cat 38 - AR/TR mayor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 19,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 19,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 19,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 38)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 19,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 19,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 19,7,Seleccionar tipo de movimiento AR/TR,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 19,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 19,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 19,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 19,11,Ingresar el Precio Venta al Público en la sección de color morado (Precio mayor a 100 pesos con 0.50 centavos),,El sistema ajusta correctamente el precio redondeando hacía arriba al próximo peso cerrado,P1,,,,,,,,,,,
MMCS - 45369  - 19,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 19,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 19,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 19,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 19,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 20,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-20 - Redondeo Depto 95 Cat 48 - AR/TR mayor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 20,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 20,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 20,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 48)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 20,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 20,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 20,7,Seleccionar tipo de movimiento AR/TR,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 20,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 20,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 20,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 20,11,Ingresar el Precio Venta al Público en la sección de color morado (Precio mayor a 100 pesos con 0.50 centavos),,El sistema ajusta correctamente el precio redondeando hacía arriba al próximo peso cerrado,P1,,,,,,,,,,,
MMCS - 45369  - 20,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 20,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 20,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 20,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 20,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 21,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-21 - Redondeo Depto 95 - AR/TR Excepción,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 21,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 21,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 21,4,"Ingresar No de Item/UPC Producto
(El Item no debe pertenecer a estos datos
Departamento 95 Cat 30
Departamento 95 Cat 38
Departamento 95 Cat 48)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 21,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 21,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 21,7,Seleccionar tipo de movimiento AR/TR,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 21,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 21,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 21,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 21,11,Ingresar el Precio Venta al Público en la sección de color morado,,"El sistema aplica correctamente las reglas de redondeo
(WE/W Precio mayor a 15 pesos redondea a peso cerrado
B Precio mayor a 30 pesos redonde a peso cerrado)",P1,,,,,,,,,,,
MMCS - 45369  - 21,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 21,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 21,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 21,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 21,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 22,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-22 - Redondeo Depto 95 Cat 30 - CS menor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 22,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 22,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 22,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 30)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 22,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 22,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
